-8.000000000000000000e+01,-8.000000000000000000e+01,8.000000000000000000e+01,-8.000000000000000000e+01,-9.327132829832009142e-02,7.595368576998924592e-02,-3.488567879856827592e-01,9.568409665931314478e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.986105346679687500e+01,-8.000000000000000000e+01,8.000000000000000000e+01,-8.000000000000000000e+01,-2.281006727355538652e-02,-3.396073144923406191e-11,-2.857448476186275066e-01,7.061164661878936988e-01,9.910009503364562711e-02,8.276571333408355713e-01,1.564706288278102930e-01,4.635690450668334961e-01,3.833219011624653949e-01,1.564706288278102930e-01,3.232828279336293353e-01,2.976109360655148639e-01,6.752476170659065247e-01,1.780081412621906944e-01,5.109776370227336884e-01,3.853976834904063731e-01,3.467060041924317493e-01,5.109776370227336884e-01,5.799754497905572626e-01,1.906969315475887800e-02,3.030304242424726804e-02
7.517593383789062500e+01,-8.000000000000000000e+01,8.000000000000000000e+01,-8.000000000000000000e+01,4.634254810891055842e-02,-1.033791058313582653e-10,-9.595908102886217816e-02,3.334170790866313183e-01,1.607884660363197438e-01,7.958968728780746460e-01,2.403354018926620594e-01,4.967629909515380859e-01,3.600111330548922406e-01,2.403354018926620594e-01,2.794364094734191895e-01,6.857981400357352486e-01,8.145676255226135254e-01,1.803757888930184461e-01,5.369726628065109031e-01,5.040516907518560741e-01,3.424931292732556476e-01,5.369726628065109031e-01,5.524172782897949219e-01,1.485734250810411272e-01,6.060608484849448752e-02
3.781755447387695312e+01,-8.000000000000000000e+01,8.000000000000000000e+01,-8.000000000000000000e+01,1.589196818899939745e-01,-2.052433584198710047e-10,1.322781332952148725e-01,8.510702229208853831e-02,3.623559296131134144e-01,6.116871833801269531e-01,2.633066251873970032e-01,5.410171814940192281e-01,3.176311453183491840e-01,2.633066251873970032e-01,1.234797537326812744e-01,7.669245534472994841e-01,8.458950459957123025e-01,1.823234728404453941e-01,5.598869875073433366e-01,5.958973657001148672e-01,1.807545647025108337e-01,5.598869875073433366e-01,5.611460854609807702e-01,1.827210982640584402e-01,9.090912727274169658e-02
7.206437683105468750e+01,-8.000000000000000000e+01,-8.000000000000000000e+01,-8.000000000000000000e+01,1.782053345217164131e-01,-2.825417194651792908e-10,1.957929652229630779e-01,-4.201883186301843672e-11,2.634879887104034646e-01,7.434577409710202422e-01,2.315988525748252924e-01,4.339686984365636602e-01,3.669399221738179340e-01,2.315988525748252924e-01,2.676700899998347150e-01,6.782200336456298828e-01,7.421188652515411377e-01,1.064265519380569458e-01,4.606214344501495250e-01,5.836627591740001231e-01,3.217778603235880303e-02,4.606214344501495250e-01,4.875617101788520813e-01,1.790519290500217076e-01,1.212121696969889750e-01
8.000000000000000000e+01,-8.000000000000000000e+01,-8.000000000000000000e+01,-8.000000000000000000e+01,1.441546021479502282e-01,-3.751380796742274136e-10,4.333692675957830781e-02,1.138014718648726886e-01,1.501986742019653376e-01,6.747925877571105957e-01,1.818248018622398432e-01,4.177816401828419179e-01,4.001861612002055035e-01,1.818248018622398432e-01,1.697507947683334351e-01,7.408851451343960726e-01,4.583688139915466087e-01,0.000000000000000000e+00,2.678798571228980796e-01,3.017736754634163798e-01,5.465346698959668188e-03,2.678798571228980796e-01,2.458092831075191498e-01,1.416320270962185268e-01,1.515152121212364478e-01
8.000000000000000000e+01,-5.698402404785156250e+01,8.000000000000000000e+01,-8.000000000000000000e+01,1.765212178332540294e-01,-4.737439586917822430e-10,-7.093107127022224567e-02,1.719785344584911502e-01,2.485436379909515270e-01,5.203639226300376119e-01,2.202046979218721390e-01,3.389891386032104492e-01,3.758821934461593628e-01,2.202046979218721390e-01,8.250847458839416504e-02,7.696698970264859163e-01,6.506099581718445268e-01,2.966809804950441484e-02,2.232307925820350702e-01,2.963307337327437119e-01,1.843146880467732840e-01,2.232307925820350702e-01,1.205823272466659546e-01,1.992781526512569790e-01,1.818182545454839205e-01
-8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,4.036007588503344734e-01,-5.720620205318384531e-10,1.203685361642867352e-01,6.426919688578380807e-02,7.145215451717377153e-01,0.000000000000000000e+00,4.898322403430938610e-01,2.275943160057067871e-01,3.385277154544989123e-03,4.898322403430938610e-01,0.000000000000000000e+00,7.775988247659471053e-01,8.984034895896911843e-01,5.814984866550990811e-02,5.237422633916140047e-01,5.701522122729908437e-01,2.293311854203542166e-01,5.237422633916140047e-01,3.765015502770741596e-01,2.214948866102430525e-01,2.121212969697313655e-01
-8.000000000000000000e+01,-8.000000000000000000e+01,-8.000000000000000000e+01,8.000000000000000000e+01,2.597660382646865829e-01,5.989751423404243713e-01,7.950349402583674341e-02,1.706021161093535798e-01,1.545257389545440785e-01,7.007023308958325591e-01,5.998237311840057817e-01,5.348042422397569773e-01,4.138955424229304181e-01,5.998237311840057817e-01,8.333332836627960205e-02,7.777777777777777901e-01,6.972957119345665200e-01,9.088843741587229741e-02,3.151811957359313965e-01,4.692726473916660757e-01,5.592948446671167778e-02,3.151811957359313965e-01,1.168360064427057948e-01,4.238615930080413818e-01,2.424243393939785607e-01
-5.690027236938476562e+01,8.000000000000000000e+01,8.000000000000000000e+01,-8.000000000000000000e+01,-2.085413754748861592e-01,1.507627455885000023e+00,-9.245568125896576339e-02,1.442908485395172913e-01,1.000000000000000056e-01,7.142651591982159820e-01,6.786789953708648460e-01,6.123027855699713085e-01,4.166637907425562726e-01,6.786789953708648460e-01,8.333333333333332871e-02,7.777777777777777901e-01,6.940796345472335371e-01,1.354903621332985975e-01,3.096397668123245239e-01,3.611048351634632558e-01,4.197148606181144714e-02,3.096397668123245239e-01,1.952335139115651541e-01,1.220383014943864641e-01,2.727273818182255338e-01
