-9.327132829832009142e-02,7.595368576998924592e-02,-3.488567879856827592e-01,9.568409665931314478e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.546199734038847640e-02,5.489159426711424927e-02,-4.297550782706917039e-01,9.487454719557255611e-01,4.974744431674480577e-02,0.000000000000000000e+00,9.620724022388457697e-02,0.000000000000000000e+00,1.019470471267898805e-03,9.620724022388457697e-02,5.197750714917977362e-03,0.000000000000000000e+00,1.396709956228733007e-01,1.812030827360493895e-02,1.165609672665595953e-01,0.000000000000000000e+00,1.569830905646085739e-02,1.165609672665595953e-01,1.766890784104665005e-02,2.546336998542149746e-02,3.030304242424726804e-02
4.995386227350941122e-02,1.251771518200341972e-02,-4.952569319372164824e-01,9.401081997258257106e-01,1.151102267205715152e-01,0.000000000000000000e+00,7.634439580142497739e-02,1.420398056507110596e-02,0.000000000000000000e+00,7.634439580142497739e-02,0.000000000000000000e+00,3.095299005508422852e-02,1.746669582091271988e-01,1.900955881657345053e-02,6.166365521494299173e-02,2.247802066532048220e-05,1.171506017756958860e-02,6.166365521494299173e-02,1.741511188447475433e-02,4.935681716435485512e-03,6.060608484849448752e-02
1.182507881291059437e-01,-1.158366452237713481e-11,-5.498188752927871681e-01,9.214197319171452127e-01,1.457385629415512140e-01,2.906504486288343306e-02,1.746232926845550648e-01,4.965462307022376620e-02,5.817913264036178589e-02,1.746232926845550648e-01,0.000000000000000000e+00,6.527741551399230957e-01,1.635127276182174738e-01,3.803642839193344116e-02,2.087488323450088432e-02,1.582483405416662200e-02,1.819419061454633987e-02,2.087488323450088432e-02,4.540100134909152985e-02,0.000000000000000000e+00,9.090912727274169658e-02
1.763665229071830765e-01,-2.719557462040056000e-11,-5.827588262830576404e-01,8.744940284499930216e-01,2.842845290899276844e-01,0.000000000000000000e+00,3.027175765484571568e-01,4.559889329936017005e-02,0.000000000000000000e+00,3.027175765484571568e-01,0.000000000000000000e+00,6.607616212632920760e-01,2.038805423071607947e-01,5.352887460113769230e-02,4.877720400691032757e-03,3.690385008336637823e-02,2.364333315442005909e-02,4.877720400691032757e-03,9.459080050388972427e-02,0.000000000000000000e+00,1.212121696969889750e-01
2.290298766860849877e-01,-3.801252676921089444e-11,-5.921992157001942925e-01,7.896775207829650478e-01,3.128574907779693715e-01,0.000000000000000000e+00,3.295975226908922084e-01,4.977944628758863843e-02,0.000000000000000000e+00,3.295975226908922084e-01,0.000000000000000000e+00,6.959172487258911133e-01,1.462918967008590698e-01,5.194387179134147409e-02,1.795305609703063895e-02,2.041694801300764084e-02,1.547751304072638411e-02,1.795305609703063895e-02,9.113695286214351654e-02,0.000000000000000000e+00,1.515152121212364478e-01
2.693644240891551189e-01,-4.980180410135241732e-11,-5.799586724921408365e-01,6.657650883967035638e-01,2.844165585935115592e-01,0.000000000000000000e+00,3.157475425861775986e-01,5.527613650668750794e-02,0.000000000000000000e+00,3.157475425861775986e-01,0.000000000000000000e+00,7.275380690892537805e-01,9.792535156011580866e-02,4.575434240645596257e-02,2.715826015919447015e-02,1.390096612951972205e-02,1.870412426069378853e-02,2.715826015919447015e-02,7.275034138001501560e-02,0.000000000000000000e+00,1.818182545454839205e-01
3.052249933923057990e-01,-5.914190409107845582e-11,-5.421122357005344616e-01,5.045495896641678524e-01,3.004997398704290501e-01,0.000000000000000000e+00,3.050277933478355297e-01,6.817242638631300367e-02,0.000000000000000000e+00,3.050277933478355297e-01,0.000000000000000000e+00,7.280482848485311242e-01,6.810383676784112494e-02,3.996556092585835940e-02,4.279302842915057997e-02,5.693104964765635483e-03,2.194915929188330853e-02,4.279302842915057997e-02,4.772394771377245354e-02,0.000000000000000000e+00,2.121212969697313655e-01
3.342876837056094064e-01,2.008382282176540343e-03,-5.002998292981332140e-01,3.850312782631215569e-01,3.238271132111549266e-01,3.291618632418768509e-01,3.003162331879138947e-02,3.552414720708673701e-01,1.707700422654549188e-01,3.003162331879138947e-02,7.756348450978596543e-02,6.880711151493920097e-01,1.894560039043426403e-01,2.797820993832179637e-01,1.608619384467601665e-01,4.486246610229665394e-02,5.697449247042337683e-01,1.608619384467601665e-01,5.731299022833506035e-02,5.981809165742661971e-01,2.424243393939785607e-01
3.224056434962135897e-01,2.041809535554857044e-02,-4.358860177786967882e-01,3.187660704359366326e-01,1.677103817462921032e-01,6.538086038615022189e-02,2.227891944348812242e-02,4.299835522066463439e-02,5.918038232872883248e-02,2.227891944348812242e-02,2.465300510327021397e-02,1.767988006273905344e-01,2.104347936809062847e-01,2.508793585002422333e-02,6.488194987177849093e-02,3.496077758344737045e-03,3.120203719784815991e-02,6.488194987177849093e-02,0.000000000000000000e+00,1.614828490548663731e-01,2.727273818182255338e-01
2.958176166795721262e-01,5.327500972884088859e-02,-3.444506556411179310e-01,2.119704531765924937e-01,1.544490635395049938e-01,1.185377921376909588e-01,4.226920232176780562e-02,4.072012684561989587e-02,8.987882484992344712e-02,4.226920232176780562e-02,6.320828199386596680e-02,9.422664758231905080e-02,3.558958634734153970e-01,1.924975070038012145e-02,1.838782958686351887e-01,2.282307246191934980e-02,4.795002021516362595e-02,1.838782958686351887e-01,5.136730413263042999e-02,1.383464799986945382e-01,3.030304242424725070e-01
2.638100396551741889e-01,1.012836346141101490e-01,-2.840861779066624626e-01,1.534827027950525502e-01,1.201802670955657987e-01,1.520708416189466283e-01,5.907105430960655351e-02,4.692150787873701490e-02,1.170947204033533778e-01,5.907105430960655351e-02,8.422077943881352280e-02,5.094287461704678083e-02,3.736536100506782643e-01,1.299562305212020874e-02,1.454359538853168543e-01,3.868063606999137122e-02,3.566184013228242827e-02,1.454359538853168543e-01,5.552927839259306358e-02,1.130674746301439104e-01,3.333334666667194246e-01
2.224699864489469436e-01,1.750738259552964415e-01,-2.383227943525788595e-01,1.343057458150370698e-01,1.137336254119873102e-01,2.136994348838925362e-01,6.042411327362060686e-02,4.915473677895285803e-02,1.851345454342663288e-01,6.042411327362060686e-02,1.081813226143519130e-01,6.659056080712212611e-02,3.574193775653838889e-01,2.700140433652060187e-03,7.906773686408996582e-02,6.926316903396086133e-02,5.513503060986598044e-03,7.906773686408996582e-02,3.043873546024163448e-02,1.053674949540032296e-01,3.636365090909663977e-01
1.642716591428638184e-01,2.683330569842257707e-01,-2.142974869998563181e-01,1.434892892603901460e-01,5.825616940855980058e-02,1.470787918993405052e-01,1.461201684549450763e-01,4.065462946891784668e-02,1.108974119027455602e-01,1.461201684549450763e-01,8.069944133361180161e-02,3.424640165434943151e-02,2.994521498680114968e-01,1.434139295348099349e-02,4.858796894550323348e-02,1.139591173692183074e-01,1.449364848667755723e-02,4.858796894550323348e-02,2.943590314437945568e-02,1.115021626982423963e-01,3.939395515152133709e-01
8.627165706541231605e-02,3.749335374105212115e-01,-2.027885208880508272e-01,1.704525655911005577e-01,4.567219018936156949e-02,8.713414293846913350e-02,1.928009226918220576e-01,4.284097389741377271e-02,6.472706298033396866e-02,1.928009226918220576e-01,4.861701140180230141e-02,2.864254514376322544e-02,2.726931795477867126e-01,2.567235965813909407e-02,3.167906478047370633e-02,1.568480853668668129e-01,0.000000000000000000e+00,3.167906478047370633e-02,2.347000253697236263e-02,9.189591474003261373e-02,4.242425939394603440e-01
-1.649271594675682509e-03,4.967654023479217140e-01,-1.918347455695315618e-01,1.918586900757706937e-01,6.774104908108710688e-02,2.554151894790785467e-03,2.693292163312435150e-01,3.325174816630103568e-03,0.000000000000000000e+00,2.693292163312435150e-01,2.979843877255916595e-03,3.709666265381707240e-02,2.802598364651203156e-01,3.399725151913506743e-02,1.203301176428794861e-02,1.579405313188379512e-01,0.000000000000000000e+00,1.203301176428794861e-02,3.010650227467219150e-02,7.025209317604701187e-02,4.545456363637072617e-01
-8.604328823002765914e-02,6.157302549205855291e-01,-1.690743111938700638e-01,2.026612222106183026e-01,1.007349792867898997e-01,0.000000000000000000e+00,3.461045414209366067e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.461045414209366067e-01,1.017668532828489882e-02,0.000000000000000000e+00,2.797565989196300618e-01,4.121463426521846524e-02,3.975163400173187429e-03,1.762715276669372111e-01,0.000000000000000000e+00,3.975163400173187429e-03,3.258555382490158081e-02,6.825685666667090368e-02,4.848486787879551785e-01
-1.722196148533239046e-01,7.271481803077765038e-01,-1.365815512521955932e-01,1.942801086333778293e-01,1.575410425662994440e-01,0.000000000000000000e+00,4.080068767070770264e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.080068767070770264e-01,1.367153351505597490e-02,0.000000000000000000e+00,2.679847173392772564e-01,4.773666217390980238e-02,5.470667034387588501e-03,1.591407543217593923e-01,0.000000000000000000e+00,5.470667034387588501e-03,3.698517971982558800e-02,4.978662853439649177e-02,5.151517212122032063e-01
-2.583523884212302613e-01,8.190912294092318469e-01,-9.410332445564427439e-02,1.656030885540389908e-01,1.886573668569326290e-01,0.000000000000000000e+00,3.982112214202061518e-01,0.000000000000000000e+00,1.881111909945805752e-02,3.982112214202061518e-01,1.480064541101455688e-02,0.000000000000000000e+00,2.283344836905598640e-01,4.674584854261151085e-02,9.002477116882800362e-03,1.257513806816529245e-01,0.000000000000000000e+00,9.002477116882800362e-03,4.162950906902551651e-02,3.044407007594903194e-02,5.454547636364511787e-01
-3.427710565870354942e-01,8.772272531081919400e-01,-4.430060949094694750e-02,1.201209584065047326e-01,1.843681424856185858e-01,0.000000000000000000e+00,3.531278248876333348e-01,0.000000000000000000e+00,2.664873749017715454e-02,3.531278248876333348e-01,2.713362624247868740e-02,0.000000000000000000e+00,1.873427741229534149e-01,5.609911533870867023e-02,1.395579278469085728e-02,1.154898703098297119e-01,0.000000000000000000e+00,1.395579278469085728e-02,5.404020349184671806e-02,1.991178799006674063e-02,5.757578060606991510e-01
-4.177973652972516438e-01,8.957039864964736475e-01,1.786084061162242003e-03,7.894532641895553315e-02,1.992570437490940038e-01,0.000000000000000000e+00,3.214353702962398640e-01,0.000000000000000000e+00,3.073459529938797272e-02,3.214353702962398640e-01,4.466850000123182701e-02,0.000000000000000000e+00,1.642576741054654066e-01,6.295075560254710656e-02,1.863922886550426622e-02,1.093108223920518651e-01,0.000000000000000000e+00,1.863922886550426622e-02,6.068128906190395355e-02,1.812925769223107386e-02,6.060608484849471234e-01
-4.735061269266266359e-01,8.704392309544836115e-01,4.438999267627215251e-02,4.960644630997429472e-02,2.115553647279739269e-01,0.000000000000000000e+00,2.898101751692593320e-01,0.000000000000000000e+00,3.801108213762442040e-02,2.898101751692593320e-01,5.687855892271424102e-02,0.000000000000000000e+00,1.571741979569196701e-01,7.465648810778345579e-02,1.790725477039813857e-02,1.246719231659715876e-01,0.000000000000000000e+00,1.790725477039813857e-02,6.801171228289604187e-02,2.286616050534778094e-02,6.363638909091950957e-01
